LegacyKey,MainIcon,Modifier1,Modifier2,ExtraIcon,FullFrame,Standard
S-G-USMDC-,10161400,,10112,10XXXX97,TRUE,
S-G-USMDT-,10161400,,10112,10XXXX98,TRUE,
S-G-USMM--,10161400,,,,TRUE,
S-G-USMMC-,10161400,,,10XXXX97,TRUE,
S-G-USMMT-,10161400,,,10XXXX98,TRUE,
S-G-USMP--,10161300,,10342,,TRUE,
S-G-USMPC-,10161400,,10342,10XXXX97,TRUE,
S-G-USMPT-,10161400,,10342,10XXXX98,TRUE,
S-G-USMT--,10161300,,,10XXXX98,TRUE,
S-G-USMV--,10161300,,10502,,TRUE,
S-G-USMVC-,S-G-USMVC-,,,,TRUE,
S-G-USMVT-,S-G-USMVT-,,,,TRUE,
S-G-USS---,10163400,,,,TRUE,
S-G-USS1--,10163700,,,,TRUE,
S-G-USS1C-,10163700,,,10XXXX97,TRUE,
S-G-USS1T-,10163700,,,10XXXX98,TRUE,
S-G-USS2--,S-G-USS2--,,,,TRUE,
S-G-USS2C-,S-G-USS2C-,,,,TRUE,
S-G-USS2T-,S-G-USS2T-,,,,TRUE,
S-G-USS3--,10163900,,,,TRUE,
S-G-USS3A-,S-G-USS3A-,,,,TRUE,
S-G-USS3AC,S-G-USS3AC,,,,TRUE,
S-G-USS3AT,S-G-USS3AT,,,,TRUE,
S-G-USS3C-,10163900,,,10XXXX97,TRUE,
S-G-USS3T-,10163900,,,10XXXX98,TRUE,
S-G-USS4--,10164000,,,,TRUE,
S-G-USS4C-,10164000,,,10XXXX97,TRUE,
S-G-USS4T-,10164000,,,10XXXX98,TRUE,
S-G-USS5--,10164100,,,,TRUE,
S-G-USS5C-,10164100,,,10XXXX97,TRUE,
S-G-USS5T-,10164100,,,10XXXX98,TRUE,
S-G-USS6--,10164200,,,,TRUE,
S-G-USS6C-,10164200,,,10XXXX97,TRUE,
S-G-USS6T-,10164200,,,10XXXX98,TRUE,
S-G-USS7--,10164300,,,,TRUE,
S-G-USS7C-,10164300,,,10XXXX97,TRUE,
S-G-USS7T-,10164300,,,10XXXX98,TRUE,
S-G-USS8--,10164400,,,,TRUE,
S-G-USS8C-,10164400,,,10XXXX97,TRUE,
S-G-USS8T-,10164400,,,10XXXX98,TRUE,
S-G-USS9--,10164500,,,,TRUE,
S-G-USS9C-,10164500,,,10XXXX97,TRUE,
S-G-USS9T-,10164500,,,10XXXX98,TRUE,
S-G-USSC--,10163400,,,10XXXX97,TRUE,
S-G-USSL--,S-G-USSL--,,,,TRUE,
S-G-USSLC-,S-G-USSLC-,,,,TRUE,
S-G-USSLT-,S-G-USSLT-,,,,TRUE,
S-G-USST--,10163400,,,10XXXX98,TRUE,
S-G-USSW--,S-G-USSW--,,,,TRUE,
S-G-USSWC-,S-G-USSWC-,,,,TRUE,
S-G-USSWP-,S-G-USSWP-,,,,TRUE,
S-G-USSWPC,S-G-USSWPC,,,,TRUE,
S-G-USSWPT,S-G-USSWPT,,,,TRUE,
S-G-USSWT-,S-G-USSWT-,,,,TRUE,
S-G-USSX--,10164600,,,,TRUE,
S-G-USSXC-,10164600,,,10XXXX97,TRUE,
S-G-USSXT-,10164600,,,10XXXX98,TRUE,
S-G-UST---,10163600,,,,,
S-G-USTA--,10160300,,,,,
S-G-USTAC-,10160300,,,10XXXX97,,
S-G-USTAT-,10160300,,,10XXXX98,,
S-G-USTC--,10163600,,,10XXXX97,,
S-G-USTI--,S-G-USTI--,,,,,
S-G-USTIC-,S-G-USTIC-,,,,TRUE,
S-G-USTIT-,S-G-USTIT-,,,,TRUE,
S-G-USTM--,10163600,10381,,,,
S-G-USTMC-,10163600,10381,,10XXXX97,,
S-G-USTMT-,10163600,10381,,10XXXX98,,
S-G-USTR--,10163000,,,,,
S-G-USTRC-,10163000,,,10XXXX97,,
S-G-USTRT-,10163000,,,10XXXX98,,
S-G-USTS--,10163300,,,,,
S-G-USTSC-,10163300,,,10XXXX97,,
S-G-USTST-,10163300,,,10XXXX98,,
S-G-USTT--,10163600,,,10XXXX98,,
S-G-USX---,10161100,,,,,
S-G-USXC--,10161100,,,10XXXX97,,
S-G-USXE--,10161100,10221,,,,
S-G-USXEC-,10161100,10221,,10XXXX97,,
S-G-USXET-,10161100,10221,,10XXXX98,,
S-G-USXH--,10161100,,10152,,,
S-G-USXHC-,10161100,,10152,10XXXX97,,
S-G-USXHT-,10161100,,10152,10XXXX98,,
S-G-USXO--,S-G-USXO--,,,,,
S-G-USXOC-,S-G-USXOC-,,,,TRUE,
S-G-USXOM-,10161100,10341,,,,
S-G-USXOMC,S-G-USXOMC,,,,TRUE,
S-G-USXOMT,S-G-USXOMT,,,,TRUE,
S-G-USXOT-,S-G-USXOT-,,,,TRUE,
S-G-USXR--,S-G-USXR--,,,,,
S-G-USXRC-,S-G-USXRC-,,,,TRUE,
S-G-USXRT-,S-G-USXRT-,,,,TRUE,
S-G-USXT--,10161100,,,10XXXX98,,
S-G-UU----,S-G-UU----,,,,,
S-G-UUA---,10140100,,,,,
S-G-UUAB--,10140100,10041,,,,
S-G-UUABR-,10140105,10041,,,TRUE,
S-G-UUAC--,10140100,10071,,,,
S-G-UUACC-,S-G-UUACC-,,,,,
S-G-UUACCK,S-G-UUACCK,,,,,
S-G-UUACCM,S-G-UUACCM,,,,TRUE,
S-G-UUACR-,10140103,10071,,,TRUE,
S-G-UUACRS,S-G-UUACRS,,,,TRUE,
S-G-UUACRW,10140104,,10512,,TRUE,
S-G-UUACS-,10140100,10601,,,,
S-G-UUACSA,10140101,10601,,,,
S-G-UUACSM,10140102,10601,,,TRUE,
S-G-UUAD--,10140100,10151,,,,
S-G-UUAN--,10140100,10481,,,,
S-G-UUE---,10140800,,,,,
S-G-UUI---,S-G-UUI---,,,,,
S-G-UUL---,S-G-UUL---,,,,,
S-G-UULC--,10200700,,,,,
S-G-UULD--,10140300,,,,,
S-G-UULF--,10141900,,,,,
S-G-UULM--,10141200,,,,,
S-G-UULS--,10142000,,,,,
S-G-UUM---,10151000,,,,,
S-G-UUMA--,10151000,10011,,,,
S-G-UUMC--,10150200,,,,,
S-G-UUMJ--,10150900,,,,,
S-G-UUMMO-,10151000,10321,,,,
S-G-UUMO--,10151000,10491,,,,
S-G-UUMQ--,10150700,,,,,
S-G-UUMR--,10151000,,,,,
S-G-UUMRG-,10151000,10501,,,,
S-G-UUMRS-,S-G-UUMRS-,,,,TRUE,
S-G-UUMRSS,S-G-UUMRSS,,,,TRUE,
S-G-UUMRX-,10151000,10281,,,,
S-G-UUMS--,10151000,10571,,,,
S-G-UUMSE-,10150500,,,,,
S-G-UUMSEA,S-G-UUMSEA,,,,TRUE,
S-G-UUMSEC,10150500,,,10XXXX97,,
S-G-UUMSED,10150502,,,,,
S-G-UUMSEI,10150503,,,,,
S-G-UUMSEJ,S-G-UUMSEJ,,,,TRUE,
S-G-UUMSET,10150500,,,10XXXX98,,
S-G-UUMT--,10151000,10661,,,,
S-G-UUP---,10120300,10291,,,TRUE,
S-G-UUS---,10111000,,,,TRUE,
S-G-UUSA--,10111000,10021,,,TRUE,
S-G-UUSC--,10111000,10111,,,TRUE,
S-G-UUSCL-,S-G-UUSCL-,,,,TRUE,
S-G-UUSF--,10111000,10271,,,TRUE,
S-G-UUSM--,10111000,10361,,,TRUE,
S-G-UUSML-,10111000,10301,,,TRUE,
S-G-UUSMN-,10111000,10471,,,TRUE,
S-G-UUSMS-,S-G-UUSMS-,,,,TRUE,
S-G-UUSO--,10111000,10491,,,TRUE,
S-G-UUSR--,10111001,,,,TRUE,
S-G-UUSRS-,10111004,,,,TRUE,
S-G-UUSRT-,10111003,,,,TRUE,
S-G-UUSRW-,S-G-UUSRW-,,,,TRUE,
S-G-UUSS--,10111000,10771,,,TRUE,
S-G-UUSW--,S-G-UUSW--,,,,TRUE,
S-G-UUSX--,S-G-UUSX--,,,,,
S-P-L-----,05111900,,,,,
S-P-S-----,S-P-S-----,,,,,
S-P-T-----,S-P-T-----,,,,,
S-P-V-----,S-P-V-----,,,,,
S-S-C-----,30120000,,,,,
S-S-CA----,30120300,,,,,
S-S-CALA--,30120302,,,,,
S-S-CALC--,30120308,,,,,
S-S-CALS--,30120307,,,,,
S-S-CALSM-,30120307,,30042,,,
S-S-CALST-,30120307,,30072,,,
S-S-CD----,S-S-CD----,,,,,
S-S-CH----,S-S-CH----,,,,,
S-S-CL----,30120200,,,,,
S-S-CLBB--,30120201,,,,,
S-S-CLCC--,30120202,,,,,
S-S-CLCV--,30120100,,,,,
S-S-CLDD--,30120203,,,,,
S-S-CLFF--,30120204,,,,,
S-S-CLLL--,S-S-CLLL--,,,,,
S-S-CLLLAS,S-S-CLLLAS,,,,,
S-S-CLLLMI,S-S-CLLLMI,,,,,
S-S-CLLLSU,S-S-CLLLSU,,,,,
S-S-CM----,30120400,,,,,
S-S-CMMA--,S-S-CMMA--,,,,,
S-S-CMMH--,30120404,,,,,
S-S-CMML--,30120401,,,,,
S-S-CMMS--,30120402,,,,,
S-S-CP----,30120500,,,,,
S-S-CPSB--,30120501,,,,,
S-S-CPSU--,S-S-CPSU--,,,,,
S-S-CPSUG-,30120502,,,,,
S-S-CPSUM-,S-S-CPSUM-,,,,,
S-S-CPSUT-,S-S-CPSUT-,,,,,
S-S-CU----,30120700,,,,,
S-S-CUM---,30120700,30071,,,,
S-S-CUN---,30120700,30131,,,,
S-S-CUR---,30120700,30111,,,,C
S-S-CUS---,30120700,30031,,,,
S-S-G-----,30121000,,,,,
S-S-GC----,30121005,,,,,
S-S-GG----,S-S-GG----,,,,,
S-S-GT----,S-S-GT----,,,,,
S-S-GU----,S-S-GU----,,,,,
S-S-N-----,30130000,,,,,
S-S-NF----,30130112,,,,,
S-S-NH----,S-S-NH----,,,,,
S-S-NI----,S-S-NI----,,,,,
S-S-NM----,30130107,,,,,
S-S-NN----,S-S-NN----,,,,,B2
S-S-NNR---,S-S-NNR---,,,,,B2
S-S-NR----,30130111,,,,,
S-S-NS----,S-S-NS----,,,,,
S-S-O-----,S-S-O-----,,,,,
S-S-S-----,S-S-S-----,,,,,B2
S-S-SA----,S-S-SA----,,,,,B2
S-S-SP----,S-S-SP----,,,,,B2
S-S-XA----,30140500,,,,,C
S-S-XAR---,30140501,,,,,C
S-S-XAS---,30140502,,,,,C
S-S-XF----,30140200,,,,,
S-S-XFDF--,30140201,,,,,
S-S-XFDR--,30140203,,,,,
S-S-XFTR--,30140202,,,,,
S-S-XH----,S-S-XH----,,,,,
S-S-XL----,30140300,,,,,
S-S-XM----,30140100,,,,,
S-S-XMC---,S-S-XMC---,,,,,
S-S-XMF---,S-S-XMF---,,,,,
S-S-XMH---,30140113,,,,,
S-S-XMO---,S-S-XMO---,,,,,
S-S-XMP---,S-S-XMP---,,,,,
S-S-XMR---,S-S-XMR---,,,,,
S-S-XMTO--,30140112,,,,,
S-S-XMTU--,S-S-XMTU--,,,,,
S-S-XP----,30140600,,,,,C
S-S-XR----,30140400,,,,,
S-U-E-----,36200000,,,,,C
S-U-ND----,35120300,,,,,
S-U-S-----,35110100,,,,,
S-U-S1----,S-U-S1----,,,,,C
S-U-S2----,S-U-S2----,,,,,C
S-U-S3----,S-U-S3----,,,,,C
S-U-S4----,S-U-S4----,,,,,C
S-U-SB----,35110103,,,,,C
S-U-SC----,S-U-SC----,,,,,
S-U-SCA---,S-U-SCA---,,,,,
S-U-SCB---,S-U-SCB---,,,,,
S-U-SCF---,S-U-SCF---,,,,,
S-U-SCG---,S-U-SCG---,,,,,
S-U-SCM---,S-U-SCM---,,,,,
S-U-SF----,35110101,,,,,
S-U-SK----,35110102,,,,,C
S-U-SL----,S-U-SL----,,,,,C
S-U-SN----,S-U-SN----,,,,,
S-U-SNA---,S-U-SNA---,,,,,
S-U-SNB---,S-U-SNB---,,,,,
S-U-SNF---,S-U-SNF---,,,,,
S-U-SNG---,S-U-SNG---,,,,,
S-U-SNM---,S-U-SNM---,,,,,
S-U-SO----,S-U-SO----,,,,,
S-U-SOF---,S-U-SOF---,,,,,
S-U-SR----,S-U-SR----,,,,,C
S-U-SS----,S-U-SS----,,,,,B2
S-U-SSA---,S-U-SSA---,,,,,B2
S-U-SU----,35110400,,,,,
S-U-SUM---,S-U-SUM---,,,,,
S-U-SUN---,35110400,35071,,,,
S-U-SUS---,35110400,35011,,,,
S-U-SX----,S-U-SX----,,,,,C
S-U-V-----,36210000,,,,,C
S-U-W-----,35130000,,,,,
S-U-WD----,S-S-CD----,,,,,
S-U-WDM---,36130000,,,,,
S-U-WDMG--,36130100,,,,,C
S-U-WDMM--,36130200,,,,,C
S-U-WM----,36110000,,,,,
S-U-WMA---,36180000,,,,,C
S-U-WMB---,36170000,,,,,C
S-U-WMBD--,36170100,,,,,C
S-U-WMC---,S-U-WMC---,,,,,C
S-U-WMD---,36110900,,,,,
S-U-WME---,36150000,,,,,C
S-U-WMF---,36110300,,,,,
S-U-WMFC--,S-U-WMFC--,,,,,C
S-U-WMFD--,36110903,,,,,
S-U-WMFE--,36150300,,,,,C
S-U-WMFO--,36190300,,,,,C
S-U-WMFR--,36160300,,,,,C
S-U-WMFX--,36110803,,,,,C
S-U-WMG---,36110100,,,,,
S-U-WMGC--,S-U-WMGC--,,,,,C
S-U-WMGD--,36110901,,,,,
S-U-WMGE--,36150100,,,,,C
S-U-WMGO--,36190100,,,,,C
S-U-WMGR--,36160100,,,,,C
S-U-WMGX--,36110801,,,,,C
S-U-WMM---,36110200,,,,,
S-U-WMMC--,S-U-WMMC--,,,,,C
S-U-WMMD--,36110902,,,,,
S-U-WMME--,36150200,,,,,C
S-U-WMMO--,36190200,,,,,C
S-U-WMMR--,36160200,,,,,C
S-U-WMMX--,36110802,,,,,C
S-U-WMN---,36190000,,,,,C
S-U-WMO---,36110500,,,,,
S-U-WMOD--,36110905,,,,,
S-U-WMR---,36160000,,,,,C
S-U-WMS---,36110400,,,,,C
S-U-WMSD--,36110904,,,,,C
S-U-WMSX--,36110804,,,,,C
S-U-WMX---,36110800,,,,,C
S-U-WT----,35130100,,,,,
S-U-X-----,36120000,,,,,C
W---BAD---,45170900,,,,,
W---BAFF--,45171000,,,,,
W---BAFG--,45170800,,,,,
W---BAFP--,45170600,,,,,
W---BAI---,45170400,,,,,
W---BAIF--,45170100,,,,,
W---BALPC-,45170501,,,,,
W---BALPNC,45170500,,,,,
W---BAMV--,45170200,,,,,
W---BAT---,45170700,,,,,
W---BATB--,45170300,,,,,
W---BSF---,46130201,,,,,
W---BSG---,46130202,,,,,
W---BSM---,46130203,,,,,
W---BST---,46130204,,,,,
W---GMBCA-,46140129,,,,,
W---GMBCB-,46140130,,,,,
W---GMBCC-,46140131,,,,,
W---GMBTA-,46140132,,,,,
W---GMBTB-,46140133,,,,,
W---GMBTC-,46140134,,,,,
W---GMBTD-,46140135,,,,,
W---GMBTE-,46140136,,,,,
W---GMBTF-,46140137,,,,,
W---GMBTG-,46140138,,,,,
W---GMBTH-,46140139,,,,,
W---GMBTI-,46140140,,,,,
W---GMCH--,46140123,,,,,
W---GMCL--,46140121,,,,,
W---GMCM--,46140122,,,,,
W---GMIBA-,46140124,,,,,
W---GMIBB-,46140125,,,,,
W---GMIBC-,46140126,,,,,
W---GMIBD-,46140127,,,,,
W---GMIBE-,46140128,,,,,
W---GML---,46140116,,,,,
W---GMN---,46140117,,,,,
W---GMRM--,46140119,,,,,
W---GMRR--,46140120,,,,,
W---GMRS--,46140118,,,,,
W---GMSB--,46140112,,,,,
W---GMSC--,46140102,,,,,
W---GMS-CO,46140113,,,,,
W---GMSIC-,46140111,,,,,
W---GMSIF-,46140109,,,,,
W---GMSIM-,46140110,,,,,
W---GMSIVF,46140108,,,,,
W---GMS-PH,46140114,,,,,
W---GMSR--,46140101,,,,,
W---GMSSC-,46140104,,,,,
W---GMSSF-,46140106,,,,,
W---GMS-SH,46140115,,,,,
W---GMSSM-,46140105,,,,,
W---GMSSVF,46140107,,,,,
W---GMSSVS,46140103,,,,,
W---HABP--,46120405,,,,,
W---HALLA-,46120407,,,,,
W---HCB---,46120203,,,,,
W---HCC---,46120201,,,,,
W---HCF---,46120205,,,,,
W---HCF---,46120206,,,,,
W---HCI---,46120202,,,,,
W---HCW---,46120204,,,,,
W---HDDA--,46120104,,,,,
W---HDDC--,46120103,,,,,
W---HDDL--,46120102,,,,,
W---HHD---,46120503,,,,,
W---HHDB--,46120511,,,,,
W---HHDD--,46120514,,,,,
W---HHDF--,46120505,,,,,
W---HHDK--,46120506,,,,,
W---HHDK--,46120507,,,,,
W---HPBA--,46120305,,,,,
W---HPBA--,46120306,,,,,
W---HPBP--,46120308,,,,,
W---HPMD--,46120314,,,,,
W---HPMO--,46120316,,,,,
W---HPMO--,46120317,,,,,
W---HPMO--,46120318,,,,,
W---HPMRA-,46120319,,,,,
W---HPMRB-,46120320,,,,,
W---HPSPA-,46120326,,,,,
W---HPSPB-,46120327,,,,,
W---HPSPS-,46120328,,,,,
W---IDID--,46110304,,,,,
W---ILIEE-,46110505,,,,,
W---ILIEO-,46110504,,,,,
W---ILIER-,46110506,,,,,
W---ILOR--,46110503,,,,,
W---ILOV--,46110501,,,,,
W---ILUC--,46110502,,,,,
W---IOC---,46110601,,,,,
W---IOCS--,46110602,,,,,
W---IOL---,46110603,,,,,
W---IOLF--,46110604,,,,,
W---IPCO--,45180200,,,,,
W---IPFF--,45180700,,,,,
W---IPIB--,45180100,,,,,
W---IPID--,45180500,,,,,
W---IPIS--,45180300,,,,,
W---IPIT--,45180400,,,,,
W---IPTH--,45180600,,,,,
W---L-MA--,46150200,,,,,
W---L-ML--,46150100,,,,,
W---L-O---,46150600,,,,,
W---L-RA--,46150300,,,,,
W---L-SA--,46150400,,,,,
W---L-TA--,46150500,,,,,
W---MCA---,46160100,,,,,
W---MCC---,46160200,,,,,
W---MCD---,46160300,,,,,
W---MOA---,46160700,,,,,
W---MPA---,46160800,,,,,
W---OBVA--,46130101,,,,,
W---OBVB--,46130102,,,,,
W---OBVC--,46130103,,,,,
W---OBVD--,46130104,,,,,
W---OBVE--,46130105,,,,,
W---OBVF--,46130106,,,,,
W---OBVG--,46130107,,,,,
W---OBVH--,46130108,,,,,
W---OBVI--,46130109,,,,,
W---PFC---,45110301,,,,,
W---PFC-FG,45110303,,,,,
W---PFC-FY,45110304,,,,,
W---PFCU--,45110302,,,,,
W---PFO---,45110309,,,,,
W---PFO-FY,45110311,,,,,
W---PFOU--,45110310,,,,,
W---PFS---,45110312,,,,,
W---PFS-FG,45110314,,,,,
W---PFS-FY,45110315,,,,,
W---PFSU--,45110313,,,,,
W---PFW---,45110305,,,,,
W---PFW-FG,45110307,,,,,
W---PFW-FY,45110308,,,,,
W---PFWU--,45110306,,,,,
W---PXCV--,45110408,,,,,
W---PXIL--,45110405,,,,,
W---PXITCZ,45110407,,,,,
W---PXITD-,45110409,,,,,
W---PXR---,45110403,,,,,
W---PXSH--,45110406,,,,,
W---PXSQ--,45110404,,,,,
W---PXT---,45110402,,,,,
W-S-BFC-CB,46120608,,,,,
W-S-BFC-CL,46120603,,,,,
W-S-BFC-CO,46120610,,,,,
W-S-BFC-G-,46120606,,,,,
W-S-BFC-M-,46120602,,,,,
W-S-BFC-P-,46120607,,,,,
W-S-BFC-R-,46120609,,,,,
W-S-BFC-S-,46120601,,,,,
W-S-BFC-SH,46120611,,,,,
W-S-BFC-SI,46120604,,,,,
W-S-BFC-ST,46120605,,,,,
W-S-BFQ-C-,46120614,,,,,
W-S-BFQ-F-,46120612,,,,,
W-S-BFQ-M-,46120613,,,,,
W-S-CCCSBC,45150104,,,,,
W-S-CCCSCS,45150101,,,,,
W-S-CCCSFC,45150102,,,,,
W-S-CCCSOB,45150106,,,,,
W-S-CCCSOC,45150105,,,,,
W-S-CCCSSC,45150103,,,,,
W-S-GNDEWC,45190110,,,,,
W-S-GND-NC,45190101,,,,,
W-S-GNFL--,45190104,,,,,
W-S-GNFZ--,45190105,,,,,
W-S-GNG-TI,45190106,,,,,
W-S-GNLDMC,45190109,,,,,
W-S-GNLDN-,45190107,,,,,
W-S-GNLDTC,45190108,,,,,
W-S-GNM---,45190102,,,,,
W-S-GNW-SW,45190103,,,,,
W-S-GSI---,45190201,,,,,
W-S-GSSCCE,45190204,,,,,
W-S-GSSCCU,45190205,,,,,
W-S-GSSCH-,45190203,,,,,
W-S-GSSCL-,45190202,,,,,
W-S-GSSDC-,45190210,,,,,
W-S-GSSLCE,45190208,,,,,
W-S-GSSLCU,45190209,,,,,
W-S-GSSLH-,45190207,,,,,
W-S-GSSLL-,45190206,,,,,
W-S-HABA--,46120401,,,,,
W-S-HABB--,46120402,,,,,
W-S-HABM--,46120403,,,,,
W-S-HABP--,46120404,,,,,
W-S-HAL---,46120406,,,,,
W-S-HALH--,46120409,,,,,
W-S-HALV--,46120408,,,,,
W-S-HDS---,46120101,,,,TRUE,
W-S-HHDE--,46120513,,,,,
W-S-HHDF--,46120504,,,,,
W-S-HHDMDB,36110000,,,,,
W-S-HHDMDB,W-S-HHDMDB,,,,,
W-S-HHDMDF,36110000,,,,,
W-S-HHDMDF,W-S-HHDMDF,,,,,
W-S-HHDR--,46120512,,,,,
W-S-HHDS--,46120508,,,,,
W-S-HHDWA-,46120509,,,,,
W-S-HHDWB-,46120510,,,,,
W-S-HHRA--,46120502,,,,,
W-S-HHRS--,46120501,,,,,
W-S-HPBA--,46120304,,,,,
W-S-HPB-A-,46120303,,,,,
W-S-HPB-O-,46120302,,,,,
W-S-HPCP--,46120307,,,,,
W-S-HPD---,46120324,,,,,
W-S-HPFF--,46120312,,,,,
W-S-HPFH--,46120309,,,,,
W-S-HPFS--,46120310,,,,,
W-S-HPFS--,46120311,,,,,
W-S-HPM-CC,46120323,,,,,
W-S-HPM-FC,46120322,,,,,
W-S-HPML--,46120315,,,,,
W-S-HPM-R-,46120321,,,,,
W-S-IB----,46110103,,,,,
W-S-IBBB--,46110105,,,,,
W-S-IBBBM-,46110106,,,,,
W-S-IBBS--,46110102,,,,,
W-S-IBF---,46110109,,,,,
W-S-IBG---,46110103,,,,,
W-S-IBGL--,46110107,,,,,
W-S-IBGLM-,46110108,,,,,
W-S-IBII--,46110110,,,,,
W-S-IBM---,46110101,,,,,
W-S-IBMG--,46110104,,,,,
W-S-ICIF--,46110203,,,,,
W-S-ICL---,45130101,,,,,
W-S-ICM---,45130102,,,,,
W-S-ICS---,45130103,,,,,
W-S-ICWB--,46110201,,,,,
W-S-ICWR--,46110202,,,,,
W-S-IDC---,46110301,,,,,
W-S-IDD---,46110302,,,,,
W-S-IDS---,46110303,,,,,
W-S-II----,46110400,,,,,
W-S-IIP---,46110403,,,,,
W-S-IITE--,46110402,,,,,
W-S-IITM--,46110401,,,,,
W-S-IML---,45130301,,,,,
W-S-IMM---,45130202,,,,,
W-S-IMS---,45130203,,,,,
W-S-IRL---,45130201,,,,,
W-S-IRM---,45130302,,,,,
W-S-IRS---,45130303,,,,,
W-S-ISC---,46110700,,,,,
W-S-ISS---,46110701,,,,,
W-S-ITBB--,46110803,,,,,
W-S-ITR---,46110802,,,,,
W-S-ITRH--,46110801,,,,,
W-S-MF----,46160400,,,,,
W-S-ML----,46160500,,,,,
W-S-MOA---,46160600,,,,,
W-S-MPA---,46160900,,,,,
W-S-PA----,45110201,,,,,
W-S-PC----,45110101,,,,,
W-S-PH----,45110200,,,,,
W-S-PHT---,45110202,,,,,
W-S-PL----,45110100,,,,,
W-S-PLT---,45110102,,,,,
W-S-TCCTD-,46120704,,,,,
W-S-TCCTG-,46120705,,,,,
W-S-TCCW--,46120701,,,,,
W-S-TE----,45120400,,,,,
W-S-TL----,45120100,,,,,
W-S-TM----,45120200,,,,,
W-S-T-MW--,45120500,,,,,
W-S-TS----,45120300,,,,,
W-S-WC----,45140100,,,,,
W-S-WP----,45140200,,,,TRUE,
W-S-WSBR--,45161600,,,,,
W-S-WSDB--,45161904,,,,,
W-S-WSDD--,45161903,,,,,
W-S-WSDFL-,45160501,,,,,
W-S-WSDFMH,45160502,,,,,
W-S-WSD-HC,45160406,,,,,
W-S-WSD-HI,45160405,,,,,
W-S-WSD-LC,45160402,,,,,
W-S-WSD-LI,45160401,,,,,
W-S-WSD-MC,45160404,,,,,
W-S-WSD-MI,45160403,,,,,
W-S-WSDSLM,45161901,,,,,
W-S-WSDSS-,45161902,,,,,
W-S-WSFGCS,45161502,,,,,
W-S-WSFGFO,45161507,,,,,
W-S-WSFGFV,45161506,,,,,
W-S-WSFGP-,45161503,,,,,
W-S-WSFGPS,45161501,,,,,
W-S-WSFGSO,45161505,,,,,
W-S-WSFGSV,45161504,,,,,
W-S-WSF-LV,45162300,,,,,
W-S-WSFU--,45161700,,,,,
W-S-WSGRL-,45161001,,,,,
W-S-WSGRMH,45161002,,,,,
W-S-WSHZ--,45161800,,,,,
W-S-WSIC--,45161100,,,,,
W-S-WSM-L-,45160601,,,,,
W-S-WSM-MH,45160602,,,,TRUE,
W-S-WSMSL-,45160603,,,,,
W-S-WSMSMH,45160604,,,,,
W-S-WSPLH-,45161203,,,,,
W-S-WSPLL-,45161201,,,,,
W-S-WSPLM-,45161202,,,,,
W-S-WSRFL-,45160201,,,,,
W-S-WSRFMH,45160202,,,,,
W-S-WSR-HC,45160106,,,,,
W-S-WSR-HI,45160105,,,,,
W-S-WSR-LC,45160102,,,,,
W-S-WSR-LI,45160101,,,,,
W-S-WSR-MC,45160104,,,,,
W-S-WSR-MI,45160103,,,,,
W-S-WSRSL-,45160301,,,,,
W-S-WSRSMH,45160302,,,,,
W-S-WSRST-,45160303,,,,,
W-S-WSSBH-,45160708,,,,,
W-S-WSSBLM,45160707,,,,,
W-S-WSSG--,45160800,,,,,
W-S-WSS-HC,45160706,,,,,
W-S-WSS-HI,45160705,,,,,
W-S-WSS-LC,45160702,,,,,
W-S-WSS-LI,45160701,,,,,
W-S-WSS-MC,45160704,,,,,
W-S-WSS-MI,45160703,,,,,
W-S-WSSSL-,45160901,,,,,
W-S-WSSSMH,45160902,,,,,
W-S-WST-FC,45161406,,,,,
W-S-WSTHH-,45161405,,,,,
W-S-WSTHR-,45161403,,,,,
W-S-WST-LG,45161408,,,,,
W-S-WST-LV,45162200,,,,,
W-S-WSTMH-,45161404,,,,,
W-S-WSTMR-,45161402,,,,,
W-S-WST-NP,45161401,,,,,
W-S-WSTSD-,45162001,,,,,
W-S-WSTSH-,45162003,,,,,
W-S-WST-SQ,45161407,,,,,
W-S-WSTSS-,45162002,,,,,
W-S-WSUKP-,45162400,,,,,
W-S-WSVA--,45162101,,,,,
W-S-WSVE--,40170106,,,,,
W-S-WSVE--,45162100,,,,,
W---TCCCFE,46120702,,,,,
W---TCCCFF,46120703,,,,,
W---WJ----,45140300,,,,,
W---WS----,45140400,,,,,
W---WSTSWA,45162004,,,,,
