2525Charlie1stTen,2525Charlie,2525DeltaSymbolSet,2525DeltaEntity,2525DeltaMod1,2525DeltaMod2,LegacyMappingStatus,Remarks
WO-DGMBCA-,WO-DGMBCA---A--,46,140129,00,00,,
WO-DGMBCB-,WO-DGMBCB---A--,46,140130,00,00,,
WO-DGMBCC-,WO-DGMBCC---A--,46,140131,00,00,,
WO-DGMBTA-,WO-DGMBTA---A--,46,140132,00,00,,
WO-DGMBTB-,WO-DGMBTB---A--,46,140133,00,00,,
WO-DGMBTC-,WO-DGMBTC---A--,46,140134,00,00,,
WO-DGMBTD-,WO-DGMBTD---A--,46,140135,00,00,,
WO-DGMBTE-,WO-DGMBTE---A--,46,140136,00,00,,
WO-DGMBTF-,WO-DGMBTF---A--,46,140137,00,00,,
WO-DGMBTG-,WO-DGMBTG---A--,46,140138,00,00,,
WO-DGMBTH-,WO-DGMBTH---A--,46,140139,00,00,,
WO-DGMBTI-,WO-DGMBTI---A--,46,140140,00,00,,
,,46,150000,00,00,,
WO-DL-ML--,WO-DL-ML---L---,46,150100,00,00,,
WO-DL-MA--,WO-DL-MA----A--,46,150200,00,00,,
WO-DL-RA--,WO-DL-RA---L---,46,150300,00,00,,
WO-DL-SA--,WO-DL-SA----A--,46,150400,00,00,,
WO-DL-TA--,WO-DL-TA----A--,46,150500,00,00,,
WO-DL-O---,WO-DL-O-----A--,46,150600,00,00,,
,,46,160000,00,00,,
WO-DMCA---,WO-DMCA----L---,46,160100,00,00,,
WO-DMCC---,WO-DMCC-----A--,46,160200,00,00,,
WO-DMCD---,WO-DMCD----L---,46,160300,00,00,,
WOS-MF----,WOS-MF----P----,46,160400,00,00,,
WOS-ML----,WOS-ML----P----,46,160500,00,00,,
WOS-MOA---,WOS-MOA---P----,46,160600,00,00,,
WO-DMOA---,WO-DMOA-----A--,46,160700,00,00,,
WO-DMPA---,WO-DMPA----L---,46,160800,00,00,,
WOS-MPA---,WOS-MPA---P----,46,160900,00,00,,
,,47,110000,00,00,,
I*PPSCD---,I*PPSCD-----***,50,110100,53,00,,
I*APSCC---,I*APSCC-----***,50,110100,11,00,,
I*APSCO---,I*APSCO-----***,50,110100,47,00,,
I*APSCP---,I*APSCP-----***,50,110100,49,00,,
I*APSCS---,I*APSCS-----***,50,110100,57,00,,
I*GPSCC---,I*GPSCC-----***,52,110100,11,00,,
I*GPSCO---,I*GPSCO-----***,52,110100,47,00,,
I*GPSCP---,I*GPSCP-----***,52,110100,49,00,,
I*GPSCS---,I*GPSCS-----***,52,110100,57,00,,
I*GPSCT---,I*GPSCT-----***,52,110100,60,00,,
I*SPSCC---,I*SPSCC-----***,53,110100,11,00,,
I*SPSCO---,I*SPSCO-----***,53,110100,47,00,,
I*SPSCP---,I*SPSCP-----***,53,110100,49,00,,
I*SPSCS---,I*SPSCS-----***,53,110100,57,00,,
I*UPSCO---,I*UPSCO-----***,54,110100,47,00,,
I*UPSCP---,I*UPSCP-----***,54,110100,49,00,,
I*UPSCS---,I*UPSCS-----***,54,110100,57,00,,
I*PPSRD---,I*PPSRD-----***,50,110300,14,00,,
I*PPSRE---,I*PPSRE-----***,50,110300,15,00,,
I*PPSRI---,I*PPSRI-----***,50,110300,24,00,,
I*PPSRM---,I*PPSRM-----***,50,110300,39,00,,
I*PPSRT---,I*PPSRT-----***,50,110300,58,00,,
I*PPSRS---,I*PPSRS-----***,50,110300,54,00,,
I*PPSRU---,I*PPSRU-----***,50,110300,62,00,,
I*APSRAI--,I*APSRAI----***,51,110300,03,00,,
I*APSRAS--,I*APSRAS----***,51,110300,02,00,,
I*APSRC---,I*APSRC-----***,51,110300,10,00,,
I*APSRD---,I*APSRD-----***,51,110300,14,00,,
I*APSRE---,I*APSRE-----***,51,110300,16,00,,
I*APSRF---,I*APSRF-----***,51,110300,17,00,,
I*APSRI---,I*APSRI-----***,51,110300,24,00,,
I*APSRMA--,I*APSRMA----***,51,110300,35,00,,
I*APSRMD--,I*APSRMD----***,51,110300,37,00,,
I*APSRMG--,I*APSRMG----***,51,110300,40,00,,
I*APSRMT--,I*APSRMT----***,51,110300,42,00,,
I*APSRMF--,I*APSRMF----***,51,110300,39,00,,
I*APSRTI--,I*APSRTI----***,51,110300,59,00,,
I*APSRTA--,I*APSRTA----***,51,110300,58,00,,
I*APSRTT--,I*APSRTT----***,51,110300,61,00,,
I*APSRU---,I*APSRU-----***,51,110300,62,00,,
I*GPSRAT--,I*GPSRAT----***,52,110300,06,00,,
I*GPSRAA--,I*GPSRAA----***,52,110300,01,00,,
I*GPSRB---,I*GPSRB-----***,52,110300,08,00,,
I*GPSRCS--,I*GPSRCS----***,52,110300,12,00,,
I*GPSRCA--,I*GPSRCA----***,52,110300,09,00,,
I*GPSRD---,I*GPSRD-----***,52,110300,14,00,,
I*GPSRE---,I*GPSRE-----***,52,110300,16,00,,
I*GPSRF---,I*GPSRF-----***,52,110300,17,00,,
I*GPSRH---,I*GPSRH-----***,52,110300,19,00,,
I*GPSRI---,I*GPSRI-----***,52,110300,21,00,,
I*GPSRMM--,I*GPSRMM----***,52,110300,38,00,,
I*GPSRMA--,I*GPSRMA----***,52,110300,35,00,,
I*GPSRMG--,I*GPSRMG----***,52,110300,40,00,,
I*GPSRMT--,I*GPSRMT----***,52,110300,42,00,,
I*GPSRMF--,I*GPSRMF----***,52,110300,39,00,,
I*GPSRS---,I*GPSRS-----***,52,110300,56,00,,
I*GPSRTA--,I*GPSRTA----***,52,110300,58,00,,
I*GPSRTI--,I*GPSRTI----***,52,110300,59,00,,
I*GPSRTT--,I*GPSRTT----***,52,110300,61,00,,
I*GPSRU---,I*GPSRU-----***,52,110300,62,00,,
I*SPSRAT--,I*SPSRAT----***,53,110300,06,00,,
I*SPSRAA--,I*SPSRAA----***,53,110300,01,00,,
I*SPSRCA--,I*SPSRCA----***,53,110300,09,00,,
I*SPSRCI--,I*SPSRCI----***,53,110300,10,00,,
I*SPSRD---,I*SPSRD-----***,53,110300,14,00,,
I*SPSRE---,I*SPSRE-----***,53,110300,16,00,,
I*SPSRF---,I*SPSRF-----***,53,110300,17,00,,
I*SPSRH---,I*SPSRH-----***,53,110300,19,00,,
I*SPSRI---,I*SPSRI-----***,53,110300,21,00,,
I*SPSRMM--,I*SPSRMM----***,53,110300,38,00,,
I*SPSRMA--,I*SPSRMA----***,53,110300,35,00,,
I*SPSRMG--,I*SPSRMG----***,53,110300,40,00,,
I*SPSRMT--,I*SPSRMT----***,53,110300,42,00,,
I*SPSRMF--,I*SPSRMF----***,53,110300,39,00,,
I*SPSRS---,I*SPSRS-----***,53,110300,55,00,,
I*SPSRTA--,I*SPSRTA----***,53,110300,58,00,,
I*SPSRTI--,I*SPSRTI----***,53,110300,59,00,,
I*SPSRTT--,I*SPSRTT----***,53,110300,61,00,,
I*SPSRU---,I*SPSRU-----***,53,110300,62,00,,
I*UPSRD---,I*UPSRD-----***,54,110300,14,00,,
I*UPSRE---,I*UPSRE-----***,54,110300,16,00,,
I*UPSRM---,I*UPSRM-----***,54,110300,39,00,,
I*UPSRS---,I*UPSRS-----***,54,110300,55,00,,
I*UPSRT---,I*UPSRT-----***,54,110300,58,00,,
I*UPSRU---,I*UPSRU-----***,54,110300,62,00,,
,,60,110000,00,00,,
,,60,110100,00,00,,
,,60,110200,00,00,,
,,60,110300,00,00,,
,,60,110400,00,00,,
,,60,120000,00,00,,
,,60,120100,00,00,,
,,60,120101,00,00,,
,,60,120102,00,00,,
,,60,120103,00,00,,
,,60,120104,00,00,,
,,60,120200,00,00,,
,,60,120201,00,00,,
,,60,120202,00,00,,
,,60,120203,00,00,,
,,60,120204,00,00,,
,,60,130000,00,00,,
,,60,130100,00,00,,
,,60,130200,00,00,,
,,60,130300,00,00,,
,,60,130400,00,00,,
,,60,140000,00,00,,
,,60,140100,00,00,,
,,60,140200,00,00,,
,,60,140300,00,00,,
,,60,140400,00,00,,
,,60,140500,00,00,,
,,60,140600,00,00,,
,,60,140700,00,00,,
,,60,140800,00,00,,
,,60,140900,00,00,,
,,60,141000,00,00,,
,,60,141100,00,00,,
,,60,141200,00,00,,
WOS-HHDMDF,WOS-HHDMDF,36,110000,00,00,Substitute,Substituted Sea Mine General (2525D) for Mine Naval (Definite) (2525C)
WOS-HHDMDB,WOS-HHDMDB,36,110000,00,00,Substitute,Substituted Sea Mine General (2525D) for Mine Naval (Doubtful) (2525C)
G*GPGLB---,G*GPGLB---****X,25,110100,,,,
S*GPUCII--,S*GPUCII-------,10,121105,0,0,,
S*GPUCAW--,S*GPUCAW-------,15,120100,0,0,,
S*GPUCAWS-,S*GPUCAWS-*****,10,120400,01,51,,
S*GPUCFRMR,S*GPUCFRMR*****,10,130301,41,51,,
S*GPUCFRMT,S*GPUCFRMT*****,10,130302,41,47,,
######################################################,,,,,,,
# 2525C -> D ones left out of original table(2nd Tab),,,,,,,
S*ZP------,S*ZP------*****,00,000000,00,00,,
S*AP------,S*AP------*****,01,000000,00,00,,
S*GP------,S*GP------*****,15,000000,00,00,,
S*GPU-----,S*GPU-----*****,10,000000,00,00,,
S*GPUH----,S*GPUH----*****,10,000000,00,00,Substitute,Set HQ/TF/FD to HQ(2)
S*GPUCDSC-,S*GPUCDSC-*****,10,111101,00,00,Substitute,
S*GPUCDSS-,S*GPUCDSS-*****,10,111101,00,00,Substitute,
S*GPUCDSV-,S*GPUCDSV-*****,10,111101,00,00,Substitute,
S*GPUCDMLA,S*GPUCDMLA*****,10,111107,00,00,Substitute,
S*GPUCDHH-,S*GPUCDHH-*****,10,111107,00,00,Substitute,
S*GPUCDHP-,S*GPUCDHP-*****,10,111107,00,00,Substitute,
S*GPUCA---,S*GPUCA---*****,10,120500,00,00,Repeat,
S*GPUCAAD-,S*GPUCAAD-*****,10,120401,00,00,Repeat,
S*GPUCAAA-,S*GPUCAAA-*****,10,120401,00,00,Repeat,Set Mobility=Tracked(33)
S*GPUCAAAT,S*GPUCAAAT*****,10,120500,00,00,Repeat,
S*GPUCAWA-,S*GPUCAWA-*****,15,120100,00,00,Substitute,
S*GPUCAWL-,S*GPUCAWL-*****,15,120100,00,00,Substitute,
S*GPUCAWM-,S*GPUCAWM-*****,15,120100,00,00,Substitute,
S*GPUCAWH-,S*GPUCAWH-*****,15,120100,00,00,Substitute,
S*GPUCAWR-,S*GPUCAWR-*****,15,120100,00,00,Substitute,
S*GPUCAWWR,S*GPUCAWWR*****,15,120100,00,00,Substitute,
S*GPUCAAAS,S*GPUCAAAS*****,15,120100,00,00,Substitute,
S*GPUCAWWR,S*GPUCAWWR*****,15,120100,00,00,Substitute,
S*GPUCVR--,S*GPUCVR--*****,10,120600,00,00,Repeat,
S*GPUCVRS-,S*GPUCVRS-*****,10,120601,00,00,Repeat,
S*GPUCFHX-,S*GPUCFHX-*****,10,130300,00,00,Substitute,
S*GPUCFR--,S*GPUCFR--*****,10,130300,00,00,Substitute,Set Mobility=Amphibious(52)
S*GPUCFTCD,S*GPUCFTCD*****,10,130400,00,00,Repeat,
S*GPUCFML-,S*GPUCFML-*****,10,130300,00,00,Substitute,Set Mobility=Amphibious(52)
S*GPUCRV--,S*GPUCRV--*****,10,121303,00,00,Repeat,Same as Recon 10-121300(SUGPUCR---)
S*GPUCRVA-,S*GPUCRVA-*****,10,120501,00,00,Repeat,Recon tracked 10-120501
S*GPUCRVG-,S*GPUCRVG-*****,10,121300,00,00,Repeat,
#S*GPUCSG--*****,Repeat,Use Combat, Internal Security Force code,,,,
#S*GPUCSGD-*****,Repeat?,,,,,,
#S*GPUUACRS*****,Repeat?,,,,,,
#S*GPUUMSEA*****,Repeat?,,,,,,
S*GPUUMR--,S*GPUUMR--*****,10,151000,00,00,Repeat,Repeat of SUGPUUM---*****
#S*GPUUL---*****,Repeat?,,,,,,
#S*GPUUSCL-*****,Repeat?,,,,,,
#S*GPUUSMS-*****,Repeat?,,,,,,
#S*GPUUSW--*****,Repeat?,,,,,,
#S*GPUUI---*****,Repeat?,,,,,,
#S*GPUSS3AT*****,Repeat?,Use Theater amplifier,,,,,
#S*GPUSS3AC*****,Repeat?,Use Theater amplifier,,,,,
#S*GPUSXR--*****,Repeat?,,,,,,
#S*GPUSXRT-*****,Repeat?,,,,,,
#S*GPUSXRC-*****,Repeat?,,,,,,
S*GPE-----,S*GPE-----*****,15,000000,00,00,,
#S*GPEWMATR*****,Repeat?,Use Theater amplifier,,,,,
#S*GPEWMATE*****,Repeat?,Use Theater amplifier,,,,,
#S*GPEWHLS-*****,Repeat?,Use Mobiliity amplifier,,,,,
#S*GPEWHMS-*****,Repeat?,Use Mobiliity amplifier,,,,,
#S*GPEWHHS-*****,Repeat?,Use Mobiliity amplifier,,,,,
#S*GPEWDLS-*****,Repeat?,Use Mobiliity amplifier,,,,,
#S*GPEWDMS-*****,Repeat?,Use Mobiliity amplifier,,,,,
#S*GPEWDHS-*****,Repeat?,Use Mobiliity amplifier,,,,,
#S*GPEVC---*****,Repeat?,Use Mod1 civilian,,,,,
S*GPI-----,S*GPI-----H----,20,000000,00,00,,
#S*GPIR----H****,Repeat?,,,,,,
#S*GPIP----H****,Repeat?,,,,,,
#S*GPIU----H****,Repeat?,,,,,,
#S*GPIUR---H****,Repeat?,,,,,,
#S*GPIUT---H****,Repeat?,,,,,,
#S*GPIUED--H****,Repeat?,,,,,,
#S*GPIUEF--H****,Repeat?,,,,,,
#S*SPCPSUM-*****,Deleted,,,,,,
#S*SPCH----*****,Deleted,,,,,, 
S*SPNH----,S*SPNH----*****,30,140107,00,00,,
S*SP------,S*SP------*****,30,000000,00,00,,
S*UP------,S*UP------*****,35,000000,00,00,,
S*UPSN----,S*UPSN----*****,35,110100,00,06,Substitute,
S*UPSNF---,S*UPSNF---*****,35,110100,00,06,Substitute,
S*UPSNA---,S*UPSNA---*****,35,110100,00,06,Substitute,
S*UPSNM---,S*UPSNM---*****,35,110100,00,06,Substitute,
S*UPSNG---,S*UPSNG---*****,35,110100,00,06,Substitute,
S*UPSNB---,S*UPSNB---*****,35,110100,00,06,Substitute,
S*UPSC----,S*UPSC----*****,35,110100,00,02,Substitute,
S*UPSCF---,S*UPSCF---*****,35,110100,00,02,Substitute,
S*UPSCA---,S*UPSCA---*****,35,110100,00,02,Substitute,
S*UPSCM---,S*UPSCM---*****,35,110100,00,02,Substitute,
S*UPSCG---,S*UPSCG---*****,35,110100,00,02,Substitute,
S*UPSCB---,S*UPSCB---*****,35,110100,00,02,Substitute,
S*UPSOF---,S*UPSOF---*****,35,110101,00,00,Substitute,Deleted
S*UPSK----,S*UPSK----*****,35,110102,00,00,Substitute,Deleted 
#S*UPWMGC--*****,,,,,,,
#S*UPWMMC--*****,,,,,,,
#S*UPWMFC--*****,,,,,,,
#S*UPWMC---*****,,,,,,,
#S*FPAH----*****,Repeat?,,,,,,
#S*PPV-----,Removed,,,,,,
#S*G*UCDC-------,Removed,,,,,,
#S*G*UCFH-------,Removed,,,,,,
G*GPDAB---,G*GPDAB---****X,25,151201,,,Repeat,
G*OPSB----,G*OPSB----****X,25,218700,,,Repeat,Repeat of G*OPSBN---****X
O*IPR-----,O*IPR-----*****,11,110400,00,00,Repeat,
E*OPDD----,E*OPDD----*****,40,150100,00,00,,
E*OPA-----,E*OPA-----*****,40,131300,00,00,Repeat,
E*OPB-----,E*OPB-----*****,40,131300,00,00,Repeat,
E*OPBJ----,E*OPBJ----*****,40,131200,00,00,Repeat,Needs Team echelon amplifier
E*OPC-----,E*OPC-----*****,40,131300,00,00,Substitute,
S*GPIMV---,S*GPIMV---H****,20,121306,00,00,Repeat,Repeat of EUFPLH----H****
######################################################,,,,,,,
## New Mappings,,,,,,,
S*APWB----,S*APWB---------,02,110000,00,00,Substitute,Substitute Air Missile for Bomb symbol
G*GPGAG---,G*GPGAG--------,25,150101,,,Substitute,Substitute with Maneuver Areas : Area
G*GPDAE---,G*GPDAE--------,25,151300,,,Repeat,Repeat of G*GPGAE---****X/Engangment Area
O*VPMB----,O*VPMB---------,40,110108,02,00,,
S*GPEVEM--,S*GPEVEM-------,15,131000,00,00,,
S*UPSUN---,S*UPSUN--------,35,110400,07,00,Substitute,Mod1-Surface Warfare(07)
